artist,title,genre,cluster,track_index,nn_distance
wandue_project,king_of_my_castle_roy_malone_kings_mix_edit,classic_bangers,22,236,9.582574781079911
mike_dunn_the_md_x_spress,deep_down_md_blackball_main_mix,tech_house_euphoric,22,237,8.243591478891172
lucati,shiva,tech_house_dirty,22,238,9.665695431601952
vangelis_kostoxenakis,poisonous_high_extended_mix,tech_house_euphoric,22,239,9.883904095228903
nice7,bassline_soldiers,house_bouncy,22,240,9.445685838721758
the_mighty_dub_kats,keep_on_truckin,classic_funky,22,241,9.537633607899949
new_order,blue_monday,classic_groovy,22,242,9.8363868091945
paul_kalkbrenner,der_buhold,chill_techno,22,243,9.778251230697284
pearson_sound,alien_mode,drum_n_bass,22,244,8.991426445666418
romanthony,bring_u_up_jasper_james_remix,groovy_funk,22,245,9.657944048899878
lisa_lashes,women_beat_their_men,techno_euphoric,22,246,9.165034746717094
laurent_garnier_chambray,feelin_good,house_melodic,22,247,10.343075270496685
eats_everything,monegros,tech_house_euphoric,22,248,10.250712385417154
fideles,i_m_rude,vibe_h_knight,22,249,10.264586816139618
juliet_sikora_king_brain,all_day_all_night_non_stop,house_banger,22,250,8.919936985243092
rafael_carvalho_yano,get_money_original_mix,vibe_th_amine,22,251,9.67229973226042
adrian_hour,love_something_original_mix,tech_house_euphoric,22,252,10.758941019477838
bad_with_phones,living_surfing,electrionica,22,253,10.837174286753301
justin_martin,hood_rich_dj_minx_remix,vibe_h_martin,22,254,10.043736957405288
nenor,gonna_take_my_time,tech_house_new,22,255,9.682913483136106
x_presidents,diamond_rings_96_original_mix,tech_house_banger,22,256,8.573652895188314
tommy_theo,ain_t_he_bad,groovy_euphoric,22,257,10.479898712786781
worakls,toi_boris_brejcha_remix,techno_groovy,22,258,10.589310826461709
duke_dumont,slow_dance,house_trippy,22,259,10.317728880600907
mall_grab,feelin_good_original_mix,techno_bouncy,22,260,11.085738519700017
ralph_falcon_oscar_g,never_let_you_go_original_mix,deep_house_bouncy,22,261,10.443787937102307
claude_vonstroke,big_ten,vibe_th_amine,22,262,9.886456997623295
cubicolor,down_the_wall,chill_trippy,22,263,10.388050927746994
